Datetime,Longitude,Latitude
2024-04-25 01:28:03.700,-84.335718269,30.453912766
2024-04-25 01:28:03.750,-84.3357181325,30.45391281
2024-04-25 01:28:03.800,-84.335717996,30.453912854
2024-04-25 01:28:03.850,-84.33571785950001,30.453912898
2024-04-25 01:28:03.900,-84.335717723,30.453912942
2024-04-25 01:28:03.950,-84.33571758650001,30.453912986
2024-04-25 01:28:04.000,-84.33571745,30.45391303
2024-04-25 01:28:04.050,-84.33571735550001,30.453912741499998
2024-04-25 01:28:04.100,-84.335717261,30.453912453
2024-04-25 01:28:04.150,-84.3357171665,30.4539121645
2024-04-25 01:28:04.200,-84.33571707200001,30.453911876
2024-04-25 01:28:04.250,-84.3357169775,30.4539115875
2024-04-25 01:28:04.300,-84.335716883,30.453911298999998
2024-04-25 01:28:04.350,-84.33571678850001,30.4539110105
2024-04-25 01:28:04.400,-84.335716694,30.453910722
2024-04-25 01:28:04.450,-84.3357165995,30.4539104335
2024-04-25 01:28:04.500,-84.335716505,30.453910145000002
2024-04-25 01:28:04.550,-84.3357164105,30.4539098565
2024-04-25 01:28:04.600,-84.335716316,30.453909568
2024-04-25 01:28:04.650,-84.3357162215,30.4539092795
2024-04-25 01:28:04.700,-84.335716127,30.453908991
2024-04-25 01:28:04.750,-84.3357160325,30.4539087025
2024-04-25 01:28:04.800,-84.33571593799999,30.453908414
2024-04-25 01:28:04.850,-84.3357158435,30.4539081255
2024-04-25 01:28:04.900,-84.335715749,30.453907837000003
2024-04-25 01:28:04.950,-84.33571565449999,30.453907548500002
2024-04-25 01:28:05.000,-84.33571556,30.45390726
2024-04-25 01:28:05.050,-84.33571548249999,30.4539064145
2024-04-25 01:28:05.100,-84.335715405,30.453905569
2024-04-25 01:28:05.150,-84.3357153275,30.453904723500003
2024-04-25 01:28:05.200,-84.33571524999999,30.453903878000002
2024-04-25 01:28:05.250,-84.3357151725,30.4539030325
2024-04-25 01:28:05.300,-84.335715095,30.453902187
2024-04-25 01:28:05.350,-84.3357150175,30.4539013415
2024-04-25 01:28:05.400,-84.33571494,30.453900496000003
2024-04-25 01:28:05.450,-84.3357148625,30.453899650500002
2024-04-25 01:28:05.500,-84.335714785,30.453898805
2024-04-25 01:28:05.550,-84.3357147075,30.4538979595
2024-04-25 01:28:05.600,-84.33571463,30.453897114
2024-04-25 01:28:05.650,-84.33571455250001,30.453896268500003
2024-04-25 01:28:05.700,-84.335714475,30.453895423000002
2024-04-25 01:28:05.750,-84.3357143975,30.4538945775
2024-04-25 01:28:05.800,-84.33571432000001,30.453893732
2024-04-25 01:28:05.850,-84.3357142425,30.4538928865
2024-04-25 01:28:05.900,-84.335714165,30.453892041000003
2024-04-25 01:28:05.950,-84.33571408750001,30.453891195500002
2024-04-25 01:28:06.000,-84.33571401,30.45389035
2024-04-25 01:28:06.050,-84.3357138195,30.4538892845
